id,brand,model,variant,cleaned,matched_candidate,score,reason
89108,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
23748,ALFA-ROMEO,147,TWIN SPARK SELESPEED,ALFAROMEO 147 TWIN SPARK SELESPEED,PERODUA NO GROUP ALZA 15 S,54,no match at all
39893,MERCEDES-BENZ,GLA200,200 (CBU),MERCEDESBENZ GLA200 200 CBU,MERCEDESBENZ ECLASS E200 18,80,no match at all
39912,MERCEDES-BENZ,GLA200,200 (CBU),MERCEDESBENZ GLA200 200 CBU,MERCEDESBENZ ECLASS E200 18,80,no match at all
56052,ROLLS-ROYCE,CULLINAN,V12,ROLLSROYCE CULLINAN V12,ROLLSROYCE NO GROUP WRAITH 66 BLACK BADGE,65,no match at all
56065,ROLLS-ROYCE,GHOST,-,ROLLSROYCE GHOST ,ROLLSROYCE NO GROUP WRAITH 66,75,no match at all
65482,ASIA-MOTORS,ASIA-ROCSTA,AM102,ASIAMOTORS ASIAROCSTA AM102,KIA NO GROUP ROCSTA 18 AM102,62,no match at all
6357,DONGFENG,BOX,E3,DONGFENG BOX E3,TOYOTA NO GROUP VELLFIRE 35 ROYAL LOUNGE SP,53,no match at all
6133,CHRYSLER,CROSSFIRE,-,CHRYSLER CROSSFIRE ,VOLVO NO GROUP V40 CROSS COUNTRY 20 T5,56,no match at all
6356,DONGFENG,BOX,E3,DONGFENG BOX E3,TOYOTA NO GROUP VELLFIRE 35 ROYAL LOUNGE SP,53,no match at all
88315,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89034,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89035,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89036,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89037,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89038,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89039,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89040,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89041,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89042,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89043,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89044,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89045,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89046,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89047,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89048,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89049,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89050,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89051,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89052,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89053,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89054,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89055,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89056,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89057,MERCEDES BENZ,200E,-,MERCEDES BENZ 200E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89058,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89059,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89060,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89061,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89062,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89063,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89064,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89065,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89066,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89067,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89068,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89069,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89070,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89071,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89072,MERCEDES BENZ,220E,-,MERCEDES BENZ 220E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,72,no match at all
89074,MERCEDES BENZ,230,230.6,MERCEDES BENZ 230 2306,MERCEDESBENZ ECLASS E300 20,68,no match at all
89075,MERCEDES BENZ,230,-,MERCEDES BENZ 230 ,MERCEDESBENZ SCLASS S580 E 30,76,no match at all
89076,MERCEDES BENZ,230,-,MERCEDES BENZ 230 ,MERCEDESBENZ SCLASS S580 E 30,76,no match at all
89077,MERCEDES BENZ,230,-,MERCEDES BENZ 230 ,MERCEDESBENZ SCLASS S580 E 30,76,no match at all
89078,MERCEDES BENZ,230,-,MERCEDES BENZ 230 ,MERCEDESBENZ SCLASS S580 E 30,76,no match at all
89079,MERCEDES BENZ,230,-,MERCEDES BENZ 230 ,MERCEDESBENZ SCLASS S580 E 30,76,no match at all
89080,MERCEDES BENZ,230,230.6,MERCEDES BENZ 230 2306,MERCEDESBENZ ECLASS E300 20,68,no match at all
89102,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89081,MERCEDES BENZ,230,230.6,MERCEDES BENZ 230 2306,MERCEDESBENZ ECLASS E300 20,68,no match at all
89082,MERCEDES BENZ,230,-,MERCEDES BENZ 230 ,MERCEDESBENZ SCLASS S580 E 30,76,no match at all
89083,MERCEDES BENZ,230,-,MERCEDES BENZ 230 ,MERCEDESBENZ SCLASS S580 E 30,76,no match at all
89084,MERCEDES BENZ,230CE,-,MERCEDES BENZ 230CE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,74,no match at all
89085,MERCEDES BENZ,230CE,-,MERCEDES BENZ 230CE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,74,no match at all
89086,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89087,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89088,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89089,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89090,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89091,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89092,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89093,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89094,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89095,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89096,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89097,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89098,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89099,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89100,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89101,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89103,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89105,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89106,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89107,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89109,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89110,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89111,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89112,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89114,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89115,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89116,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89117,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89118,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89119,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89120,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89121,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89122,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89123,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89124,MERCEDES BENZ,230E,-,MERCEDES BENZ 230E ,MERCEDESBENZ SCLASS S580 E 30,72,no match at all
89125,MERCEDES BENZ,230TE,-,MERCEDES BENZ 230TE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,74,no match at all
89126,MERCEDES BENZ,240D,-,MERCEDES BENZ 240D ,MERCEDESBENZ ECLASS E240 24 AVANTGARDE,72,no match at all
89127,MERCEDES BENZ,240D,-,MERCEDES BENZ 240D ,MERCEDESBENZ ECLASS E240 24 AVANTGARDE,72,no match at all
89128,MERCEDES BENZ,240D,-,MERCEDES BENZ 240D ,MERCEDESBENZ ECLASS E240 24 AVANTGARDE,72,no match at all
89129,MERCEDES BENZ,240D,-,MERCEDES BENZ 240D ,MERCEDESBENZ ECLASS E240 24 AVANTGARDE,72,no match at all
89130,MERCEDES BENZ,240D,-,MERCEDES BENZ 240D ,MERCEDESBENZ ECLASS E240 24 AVANTGARDE,72,no match at all
89146,MERCEDES BENZ,280SE,-,MERCEDES BENZ 280SE ,MERCEDESBENZ EQ EQS 580 4MATIC,74,no match at all
89153,MERCEDES BENZ,280SE,-,MERCEDES BENZ 280SE ,MERCEDESBENZ EQ EQS 580 4MATIC,74,no match at all
89154,MERCEDES BENZ,280SE,-,MERCEDES BENZ 280SE ,MERCEDESBENZ EQ EQS 580 4MATIC,74,no match at all
89156,MERCEDES BENZ,280SE,-,MERCEDES BENZ 280SE ,MERCEDESBENZ EQ EQS 580 4MATIC,74,no match at all
89157,MERCEDES BENZ,280SE,-,MERCEDES BENZ 280SE ,MERCEDESBENZ EQ EQS 580 4MATIC,74,no match at all
89161,MERCEDES BENZ,280SE,-,MERCEDES BENZ 280SE ,MERCEDESBENZ EQ EQS 580 4MATIC,74,no match at all
89162,MERCEDES BENZ,300CE,-,MERCEDES BENZ 300CE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89163,MERCEDES BENZ,300CE,-,MERCEDES BENZ 300CE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89167,MERCEDES BENZ,300E,-,MERCEDES BENZ 300E ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,78,no match at all
89172,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89173,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89174,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89175,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89176,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89177,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89178,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89179,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89180,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89181,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89182,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89184,MERCEDES BENZ,300SE,-,MERCEDES BENZ 300SE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,79,no match at all
89185,MERCEDES BENZ,300SEL,-,MERCEDES BENZ 300SEL ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,75,no match at all
89186,MERCEDES BENZ,300SEL,-,MERCEDES BENZ 300SEL ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,75,no match at all
89187,MERCEDES BENZ,300SEL,-,MERCEDES BENZ 300SEL ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,75,no match at all
89188,MERCEDES BENZ,300SEL,-,MERCEDES BENZ 300SEL ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,75,no match at all
89189,MERCEDES BENZ,300SEL,-,MERCEDES BENZ 300SEL ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,75,no match at all
89197,MERCEDES BENZ,320CE,-,MERCEDES BENZ 320CE ,MERCEDESBENZ EQ EQV 300 SPORT PREMIUM,74,no match at all
89205,MERCEDES BENZ,420SEC,C126,MERCEDES BENZ 420SEC C126,MERCEDESBENZ ECLASS E350 E 20 EDITION 60,60,no match at all
100108,NETA,V,-,NETA V ,FERRARI NO GROUP F12BERLINETTA 63,83,no match at all
96843,MERCEDES BENZ,MB,140D,MERCEDES BENZ MB 140D,MERCEDESBENZ VCLASS VIANO 21 AMBIENTE,67,no match at all
96844,MERCEDES BENZ,MB,140D,MERCEDES BENZ MB 140D,MERCEDESBENZ VCLASS VIANO 21 AMBIENTE,67,no match at all
96845,MERCEDES BENZ,MB,140D,MERCEDES BENZ MB 140D,MERCEDESBENZ VCLASS VIANO 21 AMBIENTE,67,no match at all
97328,MERCEDES BENZ,SPRINTER,-,MERCEDES BENZ SPRINTER ,MERCEDESBENZ GLACLASS GLA250 20 4MATIC AMG SPORT,68,no match at all
97329,MERCEDES BENZ,SPRINTER,-,MERCEDES BENZ SPRINTER ,MERCEDESBENZ GLACLASS GLA250 20 4MATIC AMG SPORT,68,no match at all
97330,MERCEDES BENZ,SPRINTER,-,MERCEDES BENZ SPRINTER ,MERCEDESBENZ GLACLASS GLA250 20 4MATIC AMG SPORT,68,no match at all
97344,MERCEDES BENZ,VANEO,-,MERCEDES BENZ VANEO ,MERCEDESBENZ ECLASS E250 20 EXCLUSIVE NEW TRIM,68,no match at all
103614,OPEL,CALIBRA,-,OPEL CALIBRA ,NISSAN NO GROUP NAVARA 25 CALIBRE DUAL CAB,67,no match at all
103615,OPEL,FRONTERA,-,OPEL FRONTERA ,NISSAN NO GROUP FRONTIER 25 SPIRIT DUAL CAB,69,no match at all
103616,OPEL,ZAFIRA,CDX,OPEL ZAFIRA CDX,NISSAN NO GROUP URVAN 30 PANEL,53,no match at all
39878,MERCEDES-BENZ,GLA200,200 (CBU),MERCEDESBENZ GLA200 200 CBU,MERCEDESBENZ ECLASS E200 18,80,no match at all
66630,ALFA-ROMEO,4C-SPIDER,,ALFAROMEO 4CSPIDER ,VOLKSWAGEN NO GROUP TIGUAN 14 ALLSPACE LIFE IQDRIVE,50,no match at all
35426,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35437,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35539,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
27356,GOLDEN DRAGON,X5,LUXURY,GOLDEN DRAGON X5 LUXURY,NISSAN NO GROUP GRAND LIVINA 16 LUXURY,61,no match at all
124469,SUTTON,CS3500,MONSTER TRUCK,SUTTON CS3500 MONSTER TRUCK,FORD NO GROUP F150 RAPTOR 35 SUTTON MONSTERRAPTOR SUPERCREW CAB,56,no match at all
35420,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
39892,MERCEDES-BENZ,GLA200,200 (CBU),MERCEDESBENZ GLA200 200 CBU,MERCEDESBENZ ECLASS E200 18,80,no match at all
114139,POLESTAR,2,LONG RANGE DUAL MOTOR WITH PERFORMANCE,POLESTAR 2 LONG RANGE DUAL MOTOR WITH PERFORMANCE,TESLA NO GROUP MODEL 3 PERFORMANCE,65,no match at all
25202,BAIC,BJ40,PLUS,BAIC BJ40 PLUS,HYUNDAI NO GROUP I40 20 GDI PLUS,71,no match at all
139157,XPENG,G6,STANDARD RANGE,XPENG G6 STANDARD RANGE,FORD NO GROUP RANGER 22 XL STANDARD DUAL CAB,79,no match at all
139158,XPENG,G6,LONG RANGE,XPENG G6 LONG RANGE,LAND ROVER NO GROUP RANGE ROVER 44 SDV8 AUTOBIOGRAPHY LWB,58,no match at all
139159,XPENG,G6,LONG RANGE,XPENG G6 LONG RANGE,LAND ROVER NO GROUP RANGE ROVER 44 SDV8 AUTOBIOGRAPHY LWB,58,no match at all
139160,XPENG,G6,STANDARD RANGE,XPENG G6 STANDARD RANGE,FORD NO GROUP RANGER 22 XL STANDARD DUAL CAB,79,no match at all
139161,XPENG,G6,LONG RANGE,XPENG G6 LONG RANGE,LAND ROVER NO GROUP RANGE ROVER 44 SDV8 AUTOBIOGRAPHY LWB,58,no match at all
139162,XPENG,G6,LONG RANGE,XPENG G6 LONG RANGE,LAND ROVER NO GROUP RANGE ROVER 44 SDV8 AUTOBIOGRAPHY LWB,58,no match at all
34701,LMG,LMS31SLE,-,LMG LMS31SLE ,MERCEDESBENZ GLECLASS GLE63 55 AMG S,58,no match at all
10077,IVECO,DAILY,36S13V,IVECO DAILY 36S13V,HONDA NO GROUP STREAM 18 IVTEC,50,no match at all
33344,LAND-ROVER,RANGE-ROVER-VELAR,VELAR P380,LANDROVER RANGEROVERVELAR VELAR P380,LAND ROVER NO GROUP RANGE ROVER VELAR 20 D180,71,no match at all
33374,LAND-ROVER,RANGE-ROVER-VELAR,VELAR 180 SE,LANDROVER RANGEROVERVELAR VELAR 180 SE,LAND ROVER NO GROUP RANGE ROVER VELAR 20 D180,72,no match at all
33409,LAND-ROVER,RANGE-ROVER-VELAR,VELAR HSE P380,LANDROVER RANGEROVERVELAR VELAR HSE P380,LAND ROVER NO GROUP RANGE ROVER VELAR 20 P250 SE,72,no match at all
35498,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35520,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35541,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
33420,LAND-ROVER,RANGE-ROVER-VOGUE,VOGUE P400,LANDROVER RANGEROVERVOGUE VOGUE P400,LAND ROVER NO GROUP RANGE ROVER 30 P400 SE,72,no match at all
35289,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35304,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35316,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35321,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35344,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35376,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35400,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
35401,MERCEDES-BENZ,A45,45 S,MERCEDESBENZ A45 45 S,MERCEDESBENZ SLCLASS SL350 35 AMG,86,no match at all
